ensgene	symbol	m7_d5_nutri_1	m7_d5_nutri_2	m7_d5_nutri_3	m7_d5_nutri_4	Rap_d1_nutri_1	Rap_d1_nutri_2	Rap_d1_nutri_3	Rap_d1_nutri_4	Ric_d5_nutri_1	Ric_d5_nutri_2	Ric_d5_nutri_3	Ric_d5_nutri_4	v_d4_nutri_1	v_d4_nutri_2	v_d4_nutri_3	v_d4_nutri_4
ENSG00000204556	AL450124.1	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0
ENSG00000235044	PPIAP3	7	8	5	7	9	2	11	9	7	5	18	12	7	4	3	4
ENSG00000273998	AL049794.1	16	15	26	15	10	20	44	16	11	18	22	31	26	20	20	17
ENSG00000213882	CYB5AP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101435	CST9L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232900	AL050403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277508	BSNDP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287889	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000285100	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229042	AL031656.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225419	RPL21P3	6	3	4	2	3	4	5	4	5	1	4	4	6	2	2	3
ENSG00000283020	ABBA01031674.1	0	0	0	0	1	0	0	0	0	0	1	1	2	1	1	0
ENSG00000277581	AL023803.3	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0
ENSG00000274825	AL023803.2	0	3	0	2	20	18	37	11	6	2	12	14	4	1	0	1
ENSG00000229892	AL035666.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124102	PI3	0	4	0	4	1	3	0	2	7	3	4	5	15	6	13	1
ENSG00000250917	AL035458.2	11	8	6	13	1	5	2	4	15	10	11	16	10	8	3	11
ENSG00000225956	AL050320.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124157	SEMG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124134	KCNS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277550	AL031651.1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	2
ENSG00000234862	AL035258.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230324	LINC01734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237396	LINC01384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101310	SEC23B	2862	2422	1899	2261	2256	1952	1620	2338	2623	2001	3198	3383	2086	1174	1001	1225
ENSG00000089123	TASP1	217	159	136	195	127	108	141	148	106	79	167	271	69	29	30	43
ENSG00000170191	NANP	179	102	30	120	242	245	206	222	208	222	429	675	120	31	51	46
ENSG00000206249	AL359555.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000223410	AL009050.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132792	CTNNBL1	5475	5712	6114	4656	9644	9720	9691	10023	5467	3738	6499	5835	3694	2891	3153	4171
ENSG00000235820	AL109935.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000276638	AL109954.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180205	WFDC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236772	AL034550.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231081	AL078587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149639	SOGA1	319	358	296	237	293	306	258	322	284	184	237	170	440	323	394	368
ENSG00000196839	ADA	3894	3895	5544	3476	460	514	399	480	2434	1879	2943	2409	1763	1530	1884	2013
ENSG00000233277	LINC01728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274173	AL035661.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286483	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286803	NA	0	0	0	1	1	2	0	0	0	1	0	2	0	0	0	0
ENSG00000232136	DUXAP7	0	0	0	2	0	0	0	0	5	1	1	3	0	0	0	0
ENSG00000225759	LINC00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124233	SEMG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223651	AL049812.1	4	4	2	3	6	2	4	3	1	1	2	4	6	3	1	3
ENSG00000228503	AL357558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285144	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273828	AL133227.1	56	77	44	42	40	23	20	38	34	58	63	103	63	32	16	39
ENSG00000220540	AL359511.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279164	AL118508.3	0	0	0	0	1	2	2	3	5	0	3	1	2	0	5	4
ENSG00000180305	WFDC10A	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0
ENSG00000276223	AL118522.1	0	1	0	0	0	0	0	0	26	24	21	18	20	23	5	19
ENSG00000277708	AL118522.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000286100	NA	4	1	0	1	1	0	2	0	3	4	3	2	4	1	0	1
ENSG00000283440	AL139352.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175121	WFDC5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000179935	LINC00652	0	1	4	2	6	14	5	7	47	28	32	24	12	9	7	11
ENSG00000101445	PPP1R16B	6	13	3	22	0	0	0	0	7	5	6	9	9	6	3	14
ENSG00000234967	AL357558.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240108	NCOR1P1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000149633	KIAA1755	5	4	3	9	12	23	15	21	20	3	11	11	9	6	19	7
ENSG00000125997	BPIFB9P	2	0	0	0	2	3	2	2	2	0	3	0	0	2	0	0
ENSG00000130684	ZNF337	18	21	24	17	17	18	6	19	33	36	46	34	23	13	15	22
ENSG00000275728	AL049794.2	3	1	0	0	3	0	1	1	0	2	6	0	1	0	0	0
ENSG00000025772	TOMM34	3011	3223	3651	2393	2399	2451	2292	2396	3715	2371	3892	4076	2360	1904	2215	2867
ENSG00000281460	AL049541.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236874	AL137078.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167104	BPIFB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286063	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234646	AL049651.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279447	AL118508.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287983	NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000223864	NPM1P19	11	11	4	7	17	23	12	17	11	9	12	37	6	1	0	4
ENSG00000231119	AL031666.1	4	3	2	0	0	0	1	1	4	0	1	1	2	5	1	1
ENSG00000281365	AL049541.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233106	RPL12P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261431	AL023803.1	3	1	10	5	18	18	7	13	7	10	11	10	10	8	10	16
ENSG00000227599	AL031676.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101452	DHX35	848	841	835	804	681	766	650	708	785	499	1051	701	585	462	467	535
ENSG00000124191	TOX2	160	168	184	115	4	5	9	6	42	21	52	21	87	65	58	67
ENSG00000235408	SNORA71B	16	20	13	10	9	13	17	12	11	12	8	2	4	4	8	7
ENSG00000244558	KCNK15-AS1	19	20	24	22	2	1	3	5	25	21	21	37	31	36	14	21
ENSG00000229976	AL118523.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226769	GAPDHP54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064655	EYA2	1	0	0	0	0	0	0	0	21	18	14	14	3	1	2	7
ENSG00000125899	C20orf187	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000168703	WFDC12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000273451	AL031666.3	220	155	95	183	47	39	58	40	77	52	62	65	125	99	80	77
ENSG00000269931	AL078623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235292	AL109838.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233415	AL133419.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166913	YWHAB	8184	5612	4844	7133	12445	13310	14273	11904	9530	9240	17005	22370	7408	4619	5093	5422
ENSG00000180083	WFDC11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000286117	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000062598	ELMO2	4563	4292	5157	4150	3754	4024	2306	4009	5959	4081	6494	5222	5621	4373	5676	6038
ENSG00000225321	LINC01427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286083	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198959	TGM2	2379	2558	3215	2366	2341	2623	1422	2172	4636	2780	4821	3679	3546	2933	4050	4386
ENSG00000227477	STK4-AS1	14	11	20	19	26	53	32	32	50	35	81	56	9	31	15	4
ENSG00000283005	CDC27P3	5	0	1	5	2	1	6	3	1	2	1	4	4	0	0	0
ENSG00000274261	AL137078.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233146	BPIFB5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042062	RIPOR3	47	52	41	28	73	30	58	37	108	90	83	101	61	41	26	36
ENSG00000234075	AL353777.1	0	0	0	1	0	1	0	0	8	0	1	3	1	0	0	0
ENSG00000224357	ATG3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132832	LINC01260	1	0	0	1	0	0	0	0	1	2	0	6	2	0	2	4
ENSG00000158480	SPATA2	156	151	172	135	104	96	68	71	153	142	153	113	152	98	141	128
ENSG00000101447	FAM83D	641	701	478	438	1392	1378	538	1402	971	702	1023	889	938	716	713	840
ENSG00000229957	AL031687.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277425	AL121890.4	2	1	3	2	0	2	0	0	1	1	1	4	5	6	5	2
ENSG00000225181	AL121584.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197496	SLC2A10	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287062	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225458	AL049812.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235508	RPS2P7	255	294	393	238	235	215	165	186	345	251	420	407	167	199	204	258
ENSG00000276923	AL139351.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158445	KCNB1	65	48	18	41	3	0	6	3	8	6	18	6	2	1	5	6
ENSG00000232200	AL158090.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278153	AL121782.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000124249	KCNK15	1	0	0	0	0	3	0	0	20	12	21	10	11	8	19	18
ENSG00000214245	PUDPP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237788	AL162615.1	22	11	3	11	27	14	22	26	19	18	17	13	16	4	5	4
ENSG00000149654	CDH22	4	3	6	3	0	0	0	1	0	0	0	1	1	0	0	0
ENSG00000228995	MTND1P9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124226	RNF114	2854	2817	3247	2210	1862	1991	1575	2023	1886	1483	2545	2199	1438	1268	1298	1610
ENSG00000283529	AL035685.1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000234933	CDC42P1	0	2	1	2	5	4	5	5	1	6	4	5	4	2	1	5
ENSG00000225170	AL049737.1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0
ENSG00000229222	KRT18P4	17	15	16	9	51	54	54	56	80	44	63	65	69	47	59	55
ENSG00000224530	PPIAP10	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
ENSG00000224565	LINC01754	0	0	0	0	1	0	0	0	0	0	3	2	1	0	0	0
ENSG00000274469	LINC01746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236028	AL354766.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000243810	AL121721.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277301	AL034550.2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000286250	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282935	ABBA01031661.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239783	AL121776.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080189	SLC35C2	3659	4584	5304	3319	2092	2053	1718	2273	3527	2541	3770	3169	3185	2921	3746	4195
ENSG00000271784	AL031055.1	5	3	0	6	2	3	2	1	4	4	8	5	1	7	3	3
ENSG00000223492	AL391097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235415	AC005808.1	14	14	10	18	4	3	8	7	5	3	2	7	8	1	6	5
ENSG00000198768	APCDD1L	0	1	0	0	2	0	1	0	0	0	2	0	3	0	0	1
ENSG00000088298	EDEM2	3379	3445	4219	3488	3124	3838	3558	3821	4146	2890	5019	4635	3730	3434	4468	5174
ENSG00000228959	AL049812.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229522	LINC01523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282870	FRG1DP	0	0	0	0	3	2	1	2	2	0	0	3	1	4	1	0
ENSG00000230133	LINC01721	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000236456	AL035458.1	13	12	4	17	25	31	30	36	15	21	34	41	20	11	15	11
ENSG00000089050	RBBP9	237	153	71	217	324	392	337	304	191	256	424	770	123	39	35	63
ENSG00000288083	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279322	AL035252.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124151	NCOA3	629	420	217	438	417	455	277	433	335	327	487	656	344	137	123	99
ENSG00000228935	AL353132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227563	RNF11P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101004	NINL	75	91	57	48	11	22	20	16	72	36	37	35	61	42	29	30
ENSG00000267882	AL031666.2	6	4	12	15	3	5	0	5	4	3	1	2	9	9	3	11
ENSG00000287335	NA	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000124089	MC3R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101104	PABPC1L	43	47	36	41	42	22	25	31	58	29	30	55	47	10	25	29
ENSG00000238282	AL121781.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224274	ENSAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101425	BPI	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101444	AHCY	14520	14839	22910	13172	15903	19864	17875	18927	26674	18377	31692	29100	14411	13744	16932	21266
ENSG00000234693	AL353653.1	3	2	3	6	0	1	2	0	0	1	0	1	0	1	0	1
ENSG00000286229	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235922	AL354766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167098	SUN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237423	LINC01522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275048	BSNDP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124126	PREX1	11	29	32	13	40	44	27	89	33	44	45	58	57	25	34	37
ENSG00000287853	NA	231	171	225	185	1	3	6	1	2	4	3	6	8	2	6	3
ENSG00000215450	AL022342.1	10	9	19	4	14	8	14	11	8	9	14	18	13	3	7	3
ENSG00000101019	UQCC1	2019	1908	2289	1712	2290	2578	2213	2543	2075	1536	2532	2143	1949	1505	1541	1919
ENSG00000234900	AL135937.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124212	PTGIS	0	0	0	2	0	0	2	0	31	20	45	23	21	12	17	12
ENSG00000182621	PLCB1	102	58	28	82	60	42	27	41	34	51	79	212	40	17	28	17
ENSG00000054803	CBLN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215546	DKKL1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280229	AL161658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186190	BPIFB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226203	LINC01733	2	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0
ENSG00000233354	LINC00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286179	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287443	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287107	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054793	ATP9A	511	510	469	360	51	38	6	33	171	120	176	143	330	253	186	299
ENSG00000236388	ITCH-AS1	0	1	0	5	0	0	0	2	1	1	1	3	1	0	0	1
ENSG00000125970	RALY	1744	1995	2534	1380	2260	2512	1758	2200	2148	1434	2363	2032	1586	1475	1642	1945
ENSG00000089101	CFAP61	3	10	9	10	7	2	2	1	4	9	18	14	7	6	8	7
ENSG00000124216	SNAI1	67	42	60	77	10	9	5	9	24	8	17	26	13	14	24	10
ENSG00000232286	AL121902.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000227705	AL391097.2	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0
ENSG00000237832	AL138808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234069	GAPDHP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231265	TRERNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230437	AL136460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230636	RPL36P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259723	AL354993.2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000101391	CDK5RAP1	2491	2702	3037	2151	4644	4499	4173	5067	5697	3998	6784	5779	4461	3713	4186	4877
ENSG00000101109	STK4	1052	622	239	719	1554	1592	1550	1742	1060	1134	2073	2639	640	278	274	194
ENSG00000266908	AL109935.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277938	AL035252.3	29	29	12	22	5	6	1	4	20	18	25	6	9	3	1	3
ENSG00000287886	NA	42	26	26	43	26	41	30	22	17	12	12	19	41	16	10	12
ENSG00000236151	AL110503.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272945	AL356299.2	27	44	29	22	26	28	21	31	41	24	33	17	34	14	12	19
ENSG00000234948	LINC01524	36	13	15	29	82	61	61	70	76	53	87	110	32	23	22	18
ENSG00000235594	AL139824.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231703	AL354993.1	0	0	0	0	2	0	1	0	0	0	1	3	0	0	0	0
ENSG00000226308	AL122058.1	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ENSG00000275358	AL080312.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225344	AL035252.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225563	AC006076.1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256222	MTRNR2L3	4	3	2	4	1	0	2	0	1	0	1	1	0	0	1	1
ENSG00000101194	SLC17A9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000286444	NA	3	1	1	4	0	1	0	0	0	2	0	0	1	0	1	0
ENSG00000100994	PYGB	19390	23974	32740	16954	6746	7470	4932	8287	12219	8513	12211	10063	10760	9166	11159	12953
ENSG00000132825	PPP1R3D	9	8	5	16	12	18	16	13	26	10	22	37	19	13	16	18
ENSG00000101132	PFDN4	169	66	12	138	290	307	373	170	75	119	224	437	101	12	38	19
ENSG00000250090	AL390198.2	2	1	2	2	0	1	1	1	0	0	1	1	0	0	0	0
ENSG00000277829	AL031651.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288086	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215545	DEFB116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101182	PSMA7	4961	4036	3551	3679	6247	6896	7147	5832	3164	2923	6231	9207	3481	2086	2009	2807
ENSG00000180483	DEFB119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124215	CDH26	5	9	4	2	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000234821	MRPS33P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101460	MAP1LC3A	1245	1244	1522	882	765	794	587	823	1461	1033	1608	1185	1004	984	1240	1109
ENSG00000231034	AL118520.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286546	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000226262	PHKBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238151	MLLT10P1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000197586	ENTPD6	1339	1771	2163	1152	663	670	389	693	1257	844	1330	1015	895	820	1114	1096
ENSG00000204658	CST9LP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130701	RBBP8NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228386	AL031668.1	1	0	0	0	4	2	4	1	2	1	0	4	3	1	2	0
ENSG00000228422	LINC00687	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000101439	CST3	1858	1958	2699	1564	667	725	614	698	1770	1140	1956	2008	1382	1180	1354	1891
ENSG00000185834	RPL12P4	521	495	785	612	260	384	410	317	587	447	822	1095	264	258	261	390
ENSG00000124227	ANKRD60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235166	LINC01440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286587	NA	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000149531	FRG1BP	82	53	57	60	135	140	190	175	185	128	218	215	147	89	106	121
ENSG00000234087	AL356299.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275437	AL121832.3	0	2	2	3	1	0	2	3	1	3	2	4	6	5	5	7
ENSG00000225106	AL162457.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101193	GID8	625	749	785	553	629	640	527	589	993	720	1294	1053	813	615	660	654
ENSG00000179253	AL162457.1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277975	CSTP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274507	AL121772.2	13	7	11	6	0	0	0	0	3	2	5	1	7	3	2	1
ENSG00000232121	AL450469.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287752	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203266	AL157414.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270411	AL354984.3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000230843	AL139824.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231934	LINC01598	0	0	0	0	1	3	2	2	0	2	0	0	0	1	0	0
ENSG00000277373	AL132765.2	13	14	3	6	4	1	0	4	1	8	5	5	10	3	0	4
ENSG00000131059	BPIFA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124225	PMEPA1	1435	1432	1294	1015	2862	2293	2332	2691	1927	1429	2342	2161	486	361	330	336
ENSG00000270792	AL050403.2	3	1	1	0	0	0	0	0	1	3	5	0	0	0	0	2
ENSG00000101365	IDH3B	7444	8826	10431	5667	3079	3588	2971	3149	4747	3250	5166	4643	3255	2977	2957	3744
ENSG00000271774	AL109930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275401	AL391095.3	2	1	2	1	0	3	0	5	0	0	1	1	1	1	0	0
ENSG00000238194	AL121908.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231005	RPL39P39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225417	AL049648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277270	AL160412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237929	RPL31P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124164	VAPB	1394	1170	1063	1168	1440	1439	1224	1315	1422	1071	1840	2131	734	512	479	526
ENSG00000101146	RAE1	2975	3004	3814	2775	1848	2090	1926	2122	4022	2796	4756	4318	3052	2347	3223	3320
ENSG00000224628	AL121723.1	35	37	55	41	63	63	66	87	93	59	76	90	56	63	76	73
ENSG00000276093	AL132822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280220	AL157414.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182463	TSHZ2	137	106	137	140	158	198	123	227	358	198	402	357	66	25	55	62
ENSG00000237119	LINC01056	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
ENSG00000233017	AL121832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229755	AL121910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204547	DEFB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054796	SPO11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273619	AL121832.2	20	15	28	17	6	18	19	11	40	22	38	48	41	34	39	54
ENSG00000227964	LINC01429	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286999	NA	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1
ENSG00000132821	VSTM2L	57	69	101	55	12	13	10	4	35	13	38	26	39	50	37	50
